new_vaccinations,iso_code,continent,date,new_cases,new_deaths,location,total_cases,total_deaths,reproduction_rate,icu_patients,hosp_patients,total_tests,positive_rate,total_vaccinations,people_vaccinated,population
0,IND,Asia,09-12-2020,31521,412,India,9767371,141772,0.88,0,0,149836767,0.031,0,0,1380004385
0,IND,Asia,10-12-2020,29373,413,India,9796744,142185,0.88,0,0,150759726,0.031,0,0,1380004385
0,IND,Asia,11-12-2020,30031,443,India,9826775,142628,0.87,0,0,0,0.031,0,0,1380004385
0,IND,Asia,12-12-2020,30254,391,India,9857029,143019,0.87,0,0,152697399,0.031,0,0,1380004385
0,IND,Asia,13-12-2020,27071,336,India,9884100,143355,0.87,0,0,153711833,0.031,0,0,1380004385
0,IND,Asia,14-12-2020,22065,354,India,9906165,143709,0.86,0,0,154566990,0.03,0,0,1380004385
0,IND,Asia,15-12-2020,26382,387,India,9932547,144096,0.86,0,0,155560655,0.029,0,0,1380004385
0,IND,Asia,16-12-2020,24010,355,India,9956557,144451,0.86,0,0,156646280,0.028,0,0,1380004385
0,IND,Asia,17-12-2020,22890,338,India,9979447,144789,0.86,0,0,157805240,0.026,0,0,1380004385
0,IND,Asia,18-12-2020,25152,347,India,10004599,145136,0.87,0,0,158918646,0.025,0,0,1380004385
0,IND,Asia,19-12-2020,26624,341,India,10031223,145477,0.87,0,0,160090514,0.024,0,0,1380004385
0,IND,Asia,20-12-2020,24337,333,India,10055560,145810,0.87,0,0,161198195,0.023,0,0,1380004385
0,IND,Asia,21-12-2020,19556,301,India,10075116,146111,0.87,0,0,162098329,0.022,0,0,1380004385
0,IND,Asia,22-12-2020,23950,333,India,10099066,146444,0.87,0,0,163170557,0.022,0,0,1380004385
0,IND,Asia,23-12-2020,24712,312,India,10123778,146756,0.87,0,0,164268721,0.022,0,0,1380004385
0,IND,Asia,24-12-2020,23067,336,India,10146845,147092,0.87,0,0,165308366,0.022,0,0,1380004385
0,IND,Asia,25-12-2020,22273,251,India,10169118,147343,0.87,0,0,166305762,0.022,0,0,1380004385
0,IND,Asia,26-12-2020,18732,279,India,10187850,147622,0.87,0,0,167159289,0.022,0,0,1380004385
0,IND,Asia,27-12-2020,20021,279,India,10207871,147901,0.87,0,0,168102657,0.022,0,0,1380004385
0,IND,Asia,28-12-2020,16432,252,India,10224303,148153,0.87,0,0,168818054,0.022,0,0,1380004385
0,IND,Asia,29-12-2020,20549,286,India,10244852,148439,0.87,0,0,169801749,0.022,0,0,1380004385
0,IND,Asia,30-12-2020,21822,299,India,10266674,148738,0.88,0,0,170922030,0.021,0,0,1380004385
0,IND,Asia,31-12-2020,0,0,India,10266674,148738,0.88,0,0,172049274,0.018,0,0,1380004385
0,IND,Asia,01-01-2021,20035,256,India,10286709,148994,0.89,0,0,173111694,0.017,0,0,1380004385
0,IND,Asia,02-01-2021,37256,441,India,10323965,149435,0.9,0,0,173941658,0.02,0,0,1380004385
0,IND,Asia,03-01-2021,16504,214,India,10340469,149649,0.9,0,0,174899783,0.02,0,0,1380004385
0,IND,Asia,04-01-2021,16375,201,India,10356844,149850,0.9,0,0,175635761,0.019,0,0,1380004385
0,IND,Asia,05-01-2021,18088,264,India,10374932,150114,0.9,0,0,176531997,0.019,0,0,1380004385
0,IND,Asia,06-01-2021,20346,222,India,10395278,150336,0.9,0,0,177463405,0.02,0,0,1380004385
0,IND,Asia,07-01-2021,18139,234,India,10413417,150570,0.9,0,0,178400995,0.023,0,0,1380004385
0,IND,Asia,08-01-2021,0,0,India,10413417,150570,0.9,0,0,179336364,0.02,0,0,1380004385
0,IND,Asia,09-01-2021,36867,429,India,10450284,150999,0.91,0,0,180253315,0.02,0,0,1380004385
0,IND,Asia,10-01-2021,16311,161,India,10466595,151160,0.9,0,0,181096622,0.02,0,0,1380004385
0,IND,Asia,11-01-2021,12584,167,India,10479179,151327,0.9,0,0,181755831,0.02,0,0,1380004385
0,IND,Asia,12-01-2021,15968,202,India,10495147,151529,0.9,0,0,182652887,0.02,0,0,1380004385
0,IND,Asia,13-01-2021,16946,198,India,10512093,151727,0.9,0,0,183489114,0.019,0,0,1380004385
0,IND,Asia,14-01-2021,15590,191,India,10527683,151918,0.9,0,0,184232305,0.02,0,0,1380004385
0,IND,Asia,15-01-2021,15158,175,India,10542841,152093,0.9,0,0,184962401,0.023,0,0,1380004385
191181,IND,Asia,16-01-2021,15144,181,India,10557985,152274,0.9,0,0,185765491,0.02,191181,191181,1380004385
33120,IND,Asia,17-01-2021,13788,145,India,10571773,152419,0.9,0,0,186544868,0.019,224301,224301,1380004385
229748,IND,Asia,18-01-2021,10050,137,India,10581823,152556,0.9,0,0,187093036,0.019,454049,454049,1380004385
220786,IND,Asia,19-01-2021,13816,162,India,10595639,152718,0.9,0,0,187802827,0.02,674835,674835,1380004385
131649,IND,Asia,20-01-2021,15244,151,India,10610883,152869,0.9,0,0,188566947,0.019,806484,806484,1380004385
237050,IND,Asia,21-01-2021,14545,163,India,10625428,153032,0.91,0,0,189347782,0.019,1043534,1043534,1380004385
347058,IND,Asia,22-01-2021,14256,152,India,10639684,153184,0.91,0,0,190148024,0.019,1390592,1390592,1380004385
191609,IND,Asia,23-01-2021,14849,155,India,10654533,153339,0.91,0,0,190985119,0.018,1582201,1582201,1380004385
33303,IND,Asia,24-01-2021,13203,131,India,10667736,153470,0.91,0,0,191766871,0.018,1615504,1615504,1380004385
408305,IND,Asia,25-01-2021,9102,117,India,10676838,153587,0.91,0,0,192337117,0.018,2023809,2023809,1380004385
5671,IND,Asia,26-01-2021,12689,137,India,10689527,153724,0.92,0,0,193062694,0.018,2029480,2029480,1380004385
326499,IND,Asia,27-01-2021,11666,123,India,10701193,153847,0.92,0,0,193613120,0.018,2355979,2355979,1380004385
572074,IND,Asia,28-01-2021,18855,163,India,10720048,154010,0.93,0,0,194338773,0.019,2928053,2928053,1380004385
571974,IND,Asia,29-01-2021,13082,137,India,10733130,154147,0.93,0,0,195081079,0.019,3500027,3500027,1380004385
244307,IND,Asia,30-01-2021,13044,127,India,10746174,154274,0.93,0,0,195837408,0.019,3744334,3744334,1380004385
14509,IND,Asia,31-01-2021,11436,118,India,10757610,154392,0.93,0,0,196588372,0.019,3758843,3758843,1380004385
191313,IND,Asia,01-02-2021,8635,94,India,10766245,154486,0.93,0,0,197092635,0.019,3950156,3950156,1380004385
188762,IND,Asia,02-02-2021,11039,110,India,10777284,154596,0.93,0,0,197752057,0.019,4138918,4138918,1380004385
310634,IND,Asia,03-02-2021,12899,107,India,10790183,154703,0.94,0,0,198473178,0.018,4449552,4449552,1380004385
509893,IND,Asia,04-02-2021,12408,120,India,10802591,154823,0.94,0,0,199216019,0.017,4959445,4959445,1380004385
457404,IND,Asia,05-02-2021,11713,95,India,10814304,154918,0.95,0,0,199931795,0.017,5416849,5416849,1380004385
358473,IND,Asia,06-02-2021,12059,78,India,10826363,154996,0.95,0,0,200672589,0.017,5775322,5775322,1380004385
37040,IND,Asia,07-02-2021,11831,84,India,10838194,155080,0.96,0,0,201368378,0.017,5812362,5812362,1380004385
446646,IND,Asia,08-02-2021,9110,78,India,10847304,155158,0.96,0,0,201900614,0.017,6259008,6259008,1380004385
352553,IND,Asia,09-02-2021,11067,94,India,10858371,155252,0.97,0,0,202587752,0.017,6611561,6611561,1380004385
405553,IND,Asia,10-02-2021,12923,108,India,10871294,155360,0.98,0,0,203324655,0.017,7017114,7017114,1380004385
487896,IND,Asia,11-02-2021,9309,87,India,10880603,155447,0.98,0,0,204023840,0.016,7505010,7505010,1380004385
462637,IND,Asia,12-02-2021,12143,103,India,10892746,155550,0.99,0,0,204789784,0.016,7967647,7967647,1380004385
84807,IND,Asia,13-02-2021,12194,92,India,10904940,155642,1,0,0,205533398,0.016,8052454,8044786,1380004385
0,IND,Asia,14-02-2021,11649,90,India,10916589,155732,1.01,0,0,206230512,0.016,0,0,1380004385
0,IND,Asia,15-02-2021,9121,81,India,10925710,155813,1.01,0,0,206716634,0.016,8516771,8418653,1380004385
340570,IND,Asia,16-02-2021,11610,100,India,10937320,155913,1.03,0,0,0,0,8857341,8641002,1380004385
329416,IND,Asia,17-02-2021,12881,101,India,10950201,156014,1.04,0,0,0,0,9186757,8844641,1380004385
659766,IND,Asia,18-02-2021,13193,97,India,10963394,156111,1.05,0,0,0,0,9846523,9381591,1380004385
603419,IND,Asia,19-02-2021,13993,101,India,10977387,156212,1.05,0,0,0,0,10449942,9693000,1380004385
388381,IND,Asia,20-02-2021,14264,90,India,10991651,156302,1.06,0,0,0,0,10838323,9964383,1380004385
246850,IND,Asia,21-02-2021,14199,83,India,11005850,156385,1.07,0,0,0,0,11085173,10124531,1380004385
338921,IND,Asia,22-02-2021,10584,78,India,11016434,156463,1.07,0,0,0,0,11424094,10308552,1380004385
483298,IND,Asia,23-02-2021,13742,104,India,11030176,156567,1.08,0,0,0,0,11907392,10585757,1380004385
459241,IND,Asia,24-02-2021,16738,138,India,11046914,156705,1.09,0,0,0,0,12366633,10884879,1380004385
700414,IND,Asia,25-02-2021,16577,120,India,11063491,156825,1.09,0,0,0,0,13067047,11206188,1380004385
689893,IND,Asia,26-02-2021,16488,113,India,11079979,156938,1.09,0,0,0,0,13756940,11552857,1380004385
485607,IND,Asia,27-02-2021,16752,113,India,11096731,157051,1.09,0,0,0,0,14242547,11788669,1380004385
58719,IND,Asia,28-02-2021,15510,106,India,11112241,157157,1.09,0,0,0,0,14301266,11845075,1380004385
0,IND,Asia,01-03-2021,12286,91,India,11124527,157248,0,0,0,0,0,0,0,1380004385
